Question Type,LOC (in each question post),Type
code blocks with stack trace,2,Question Type
code blocks with stack trace,24,Question Type
code blocks with stack trace,17,Question Type
code blocks with stack trace,12,Question Type
code blocks with stack trace,26,Question Type
code blocks with stack trace,3,Question Type
code blocks with stack trace,12,Question Type
code blocks with stack trace,31,Question Type
code blocks with stack trace,54,Question Type
code blocks with stack trace,196,Question Type
code blocks with stack trace,17,Question Type
code blocks with stack trace,9,Question Type
code blocks with stack trace,30,Question Type
code blocks with stack trace,8,Question Type
code blocks with stack trace,3,Question Type
code blocks with stack trace,12,Question Type
code blocks with stack trace,13,Question Type
code blocks with stack trace,8,Question Type
code blocks with stack trace,18,Question Type
code blocks with stack trace,12,Question Type
code blocks with stack trace,26,Question Type
code blocks with stack trace,45,Question Type
code blocks with stack trace,4,Question Type
code blocks with stack trace,30,Question Type
code blocks with stack trace,6,Question Type
code blocks with stack trace,25,Question Type
code blocks with stack trace,14,Question Type
code blocks with stack trace,44,Question Type
code blocks with stack trace,24,Question Type
code blocks with stack trace,38,Question Type
code blocks with stack trace,211,Question Type
code blocks with stack trace,24,Question Type
code blocks with stack trace,66,Question Type
code blocks with stack trace,31,Question Type
code blocks with stack trace,7,Question Type
code blocks with stack trace,10,Question Type
code blocks with stack trace,38,Question Type
code blocks with stack trace,35,Question Type
code blocks with stack trace,8,Question Type
code blocks with stack trace,17,Question Type
code blocks with stack trace,22,Question Type
code blocks with stack trace,14,Question Type
code blocks with stack trace,6,Question Type
code blocks with stack trace,14,Question Type
code blocks with stack trace,9,Question Type
code blocks with stack trace,55,Question Type
code blocks with stack trace,14,Question Type
code blocks with stack trace,8,Question Type
code blocks with stack trace,8,Question Type
code blocks with stack trace,21,Question Type
code blocks with stack trace,18,Question Type
code blocks with stack trace,15,Question Type
code blocks with stack trace,44,Question Type
code blocks with stack trace,53,Question Type
code blocks with stack trace,27,Question Type
code blocks with stack trace,29,Question Type
code blocks with stack trace,21,Question Type
code blocks with stack trace,25,Question Type
code blocks with stack trace,4,Question Type
code blocks with stack trace,23,Question Type
code blocks with stack trace,23,Question Type
code blocks with stack trace,10,Question Type
code blocks with stack trace,18,Question Type
code blocks with stack trace,20,Question Type
code blocks with stack trace,20,Question Type
code blocks with stack trace,24,Question Type
code blocks with stack trace,3,Question Type
code blocks with stack trace,15,Question Type
code blocks with stack trace,5,Question Type
code blocks with stack trace,18,Question Type
code blocks with stack trace,34,Question Type
code blocks with stack trace,74,Question Type
code blocks with stack trace,16,Question Type
code blocks with stack trace,12,Question Type
code blocks with stack trace,37,Question Type
code blocks with stack trace,38,Question Type
code blocks with stack trace,33,Question Type
code blocks with stack trace,8,Question Type
code blocks with stack trace,34,Question Type
code blocks with stack trace,10,Question Type
code blocks with stack trace,3,Question Type
code blocks with stack trace,70,Question Type
code blocks with stack trace,12,Question Type
code blocks with stack trace,13,Question Type
code blocks with stack trace,4,Question Type
code blocks with stack trace,16,Question Type
code blocks with stack trace,20,Question Type
code blocks with stack trace,34,Question Type
code blocks with stack trace,11,Question Type
code blocks with stack trace,8,Question Type
code blocks with stack trace,7,Question Type
code blocks with stack trace,3,Question Type
code blocks with stack trace,8,Question Type
code blocks with stack trace,15,Question Type
code blocks with stack trace,24,Question Type
code blocks with stack trace,22,Question Type
code blocks with stack trace,34,Question Type
code blocks with stack trace,27,Question Type
code blocks with stack trace,18,Question Type
code blocks with stack trace,40,Question Type
code blocks with stack trace,3,Question Type
code blocks with stack trace,14,Question Type
code blocks with stack trace,50,Question Type
code blocks with stack trace,13,Question Type
code blocks with stack trace,6,Question Type
code blocks with stack trace,21,Question Type
code blocks with stack trace,8,Question Type
code blocks with stack trace,25,Question Type
code blocks with stack trace,22,Question Type
code blocks with stack trace,11,Question Type
code blocks with stack trace,10,Question Type
code blocks with stack trace,40,Question Type
code blocks with stack trace,18,Question Type
code blocks with stack trace,10,Question Type
code blocks with stack trace,21,Question Type
code blocks with stack trace,2,Question Type
code blocks with stack trace,4,Question Type
code blocks with stack trace,16,Question Type
code blocks with stack trace,5,Question Type
code blocks with stack trace,36,Question Type
code blocks with stack trace,11,Question Type
code blocks with stack trace,14,Question Type
code blocks with stack trace,8,Question Type
code blocks with stack trace,3,Question Type
code blocks with stack trace,8,Question Type
code blocks with stack trace,79,Question Type
code blocks with stack trace,61,Question Type
code blocks with stack trace,9,Question Type
code blocks with stack trace,10,Question Type
code blocks with stack trace,8,Question Type
code blocks with stack trace,70,Question Type
code blocks with stack trace,18,Question Type
code blocks with stack trace,6,Question Type
code blocks with stack trace,12,Question Type
code blocks with stack trace,33,Question Type
code blocks with stack trace,7,Question Type
code blocks with stack trace,12,Question Type
code blocks with stack trace,21,Question Type
code blocks with stack trace,14,Question Type
code blocks with stack trace,1,Question Type
code blocks with stack trace,30,Question Type
code blocks with stack trace,49,Question Type
code blocks with stack trace,21,Question Type
code blocks with stack trace,8,Question Type
code blocks with stack trace,7,Question Type
code blocks with stack trace,32,Question Type
code blocks with stack trace,2,Question Type
code blocks with stack trace,11,Question Type
code blocks with stack trace,7,Question Type
code blocks with stack trace,9,Question Type
code blocks with stack trace,12,Question Type
code blocks with stack trace,4,Question Type
code blocks with stack trace,19,Question Type
code blocks with stack trace,15,Question Type
code blocks with stack trace,23,Question Type
code blocks with stack trace,8,Question Type
code blocks with stack trace,4,Question Type
code blocks with stack trace,13,Question Type
code blocks with stack trace,104,Question Type
code blocks with stack trace,36,Question Type
code blocks with stack trace,22,Question Type
code blocks with stack trace,8,Question Type
code blocks with stack trace,18,Question Type
code blocks with stack trace,18,Question Type
code blocks with stack trace,26,Question Type
code blocks with stack trace,21,Question Type
code blocks with stack trace,20,Question Type
code blocks with stack trace,26,Question Type
code blocks with stack trace,19,Question Type
code blocks with stack trace,12,Question Type
code blocks with stack trace,6,Question Type
code blocks with stack trace,22,Question Type
code blocks with stack trace,38,Question Type
code blocks with stack trace,17,Question Type
code blocks with stack trace,32,Question Type
code blocks with stack trace,9,Question Type
code blocks with stack trace,50,Question Type
code blocks with stack trace,10,Question Type
code blocks with stack trace,21,Question Type
code blocks with stack trace,28,Question Type
code blocks with stack trace,37,Question Type
code blocks with stack trace,4,Question Type
code blocks with stack trace,6,Question Type
code blocks with stack trace,12,Question Type
code blocks with stack trace,11,Question Type
code blocks with stack trace,10,Question Type
code blocks with stack trace,20,Question Type
code blocks with stack trace,8,Question Type
code blocks with stack trace,4,Question Type
code blocks with stack trace,6,Question Type
code blocks with stack trace,39,Question Type
code blocks with stack trace,19,Question Type
code blocks with stack trace,5,Question Type
code blocks with stack trace,10,Question Type
code blocks with stack trace,4,Question Type
code blocks with stack trace,8,Question Type
code blocks with stack trace,5,Question Type
code blocks with stack trace,35,Question Type
code blocks with stack trace,5,Question Type
code blocks with stack trace,53,Question Type
code blocks with stack trace,25,Question Type
code blocks with stack trace,11,Question Type
code blocks with stack trace,9,Question Type
code blocks with stack trace,6,Question Type
code blocks with stack trace,6,Question Type
code blocks with stack trace,4,Question Type
code blocks with stack trace,4,Question Type
code blocks with stack trace,13,Question Type
code blocks with stack trace,25,Question Type
code blocks with stack trace,16,Question Type
code blocks with stack trace,6,Question Type
code blocks with stack trace,13,Question Type
code blocks with stack trace,28,Question Type
code blocks with stack trace,10,Question Type
code blocks with stack trace,57,Question Type
code blocks with stack trace,33,Question Type
code blocks with stack trace,12,Question Type
code blocks with stack trace,9,Question Type
code blocks with stack trace,10,Question Type
code blocks with stack trace,10,Question Type
code blocks with stack trace,16,Question Type
code blocks with stack trace,16,Question Type
code blocks with stack trace,13,Question Type
code blocks with stack trace,46,Question Type
code blocks with stack trace,18,Question Type
code blocks with stack trace,13,Question Type
code blocks with stack trace,23,Question Type
code blocks with stack trace,29,Question Type
code blocks with stack trace,86,Question Type
code blocks with stack trace,13,Question Type
code blocks with stack trace,3,Question Type
code blocks with stack trace,20,Question Type
code blocks with stack trace,10,Question Type
code blocks with stack trace,25,Question Type
code blocks with stack trace,8,Question Type
